Item_Fat_Content	Item_Identifier	Item_Type	Outlet_Establishment_Year	Outlet_Identifier	Outlet_Location_Type	Outlet_Size	Outlet_Type	Item_Visibility	Item_Weight	Sales	Rating
Low Fat	FDQ44	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0362875	20.5	121.276	5
Low Fat	DRJ47	Hard Drinks	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0444306	18.25	174.208	5
Low Fat	NCO05	Health and Hygiene	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0467491	7.27	100.438	5
Low Fat	NCB54	Health and Hygiene	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0502566	8.76	127.334	5
Low Fat	NCJ29	Health and Hygiene	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0353363	10.6	87.0224	5
Low Fat	NCE06	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0918579	5.825	160.789	5
Low Fat	NCP14	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.110739	8.275	103.331	5
Low Fat	NCH06	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0768662	12.3	247.146	5
Low Fat	NCH55	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0348136	16.35	128.402	5
Low Fat	NCN42	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0142806	20.25	148.042	5
Low Fat	FDM03	Meat	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.123532	12.65	108.294	5
Low Fat	FDK55	Meat	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0258666	18.5	88.9172	5
Low Fat	FDU39	Meat	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0361848	18.85	58.5562	5
Low Fat	NCO07	Others	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.00981609	9.06	211.856	5
Low Fat	FDF22	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0570622	6.865	212.022	5
Low Fat	FDI46	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0746481	9.5	253.372	5
Low Fat	FDD22	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.100056	10	113.354	5
Low Fat	FDZ45	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0671484	14.1	200.408	5
Low Fat	FDT45	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0575469	15.85	55.8956	5
Low Fat	FDL34	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0411127	16	139.95	5
Low Fat	FDA45	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.156013	21.25	177.337	5
Low Fat	DRI01	Soft Drinks	2022	OUT018	Tier 3	Medium	Supermarket Type2	0	7.97	172.042	5
Low Fat	DRJ13	Soft Drinks	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0631465	12.65	159.658	5
Low Fat	FDI14	Canned	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0892435	NULL	139.25	5
Low Fat	FDU25	Canned	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0265521	NULL	56.2246	5
Low Fat	FDC53	Frozen Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.00879291	NULL	96.7384	5
Low Fat	FDD28	Frozen Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0530388	NULL	59.5904	5
Low Fat	FDO40	Frozen Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0324701	NULL	148.939	5
Low Fat	FDT40	Frozen Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0953314	NULL	125.568	5
Low Fat	FDD33	Fruits and Vegetables	2018	OUT027	Tier 3	Medium	Supermarket Type3	0	NULL	231.964	5
Low Fat	FDW20	Fruits and Vegetables	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0240325	NULL	124.973	5
Low Fat	DRN47	Hard Drinks	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0167453	NULL	180.766	5
Low Fat	NCY53	Health and Hygiene	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0581981	NULL	110.454	5
Low Fat	NCE19	Household	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0925642	NULL	53.4956	5
Low Fat	NCE55	Household	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.129299	NULL	178.237	5
Low Fat	NCG43	Household	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0738799	NULL	94.0462	5
Low Fat	NCH06	Household	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0761837	NULL	245.646	5
Low Fat	NCM30	Household	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0669695	NULL	39.2796	5
Low Fat	NCN42	Household	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0141537	NULL	145.642	5
Low Fat	NCU42	Household	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0194122	NULL	166.547	5
Low Fat	NCJ19	Others	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.117608	NULL	55.2588	5
Low Fat	FDD46	Snack Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.140572	NULL	154.8	5
Low Fat	FDL33	Snack Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0994785	NULL	194.445	5
Low Fat	FDP09	Snack Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0337257	NULL	211.69	5
Low Fat	DRL37	Soft Drinks	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0531137	NULL	44.377	5
Low Fat	FDS52	Frozen Foods	2018	OUT019	Tier 1	Small	Grocery Store	0.00958517	NULL	102.502	5
Low Fat	FDR21	Snack Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0669355	19.7	177.537	5
Low Fat	FDZ20	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0343765	16.1	256.136	5
Low Fat	FDK38	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0532798	6.65	147.773	5
Low Fat	NCN53	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	0.0508088	5.175	33.6874	5
Low Fat	NCP42	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0161763	8.51	192.148	5
Low Fat	FDW28	Frozen Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0883941	NULL	194.745	5
Low Fat	NCL53	Health and Hygiene	2018	OUT027	Tier 3	Medium	Supermarket Type3	0	NULL	175.403	5
Low Fat	NCN07	Others	2011	OUT010	Tier 3	Small	Grocery Store	0.0568165	18.5	132.128	5
Low Fat	FDD36	Baking Goods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0211705	NULL	117.612	5
Low Fat	FDP19	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	0	11.5	128.465	5
Low Fat	FDF20	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0332718	12.85	196.577	5
Low Fat	NCB31	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.118859	6.235	263.291	5
Low Fat	DRE12	Soft Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0708906	4.59	111.686	5
Low Fat	DRK01	Soft Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0611592	7.63	92.5436	5
Low Fat	FDQ12	Baking Goods	2018	OUT019	Tier 1	Small	Grocery Store	0.0619996	NULL	230.001	5
Low Fat	FDZ27	Dairy	2018	OUT019	Tier 1	Small	Grocery Store	0	NULL	51.235	5
Low Fat	FDI22	Snack Foods	2018	OUT019	Tier 1	Small	Grocery Store	0.168456	NULL	211.061	5
Low Fat	NCV41	Health and Hygiene	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0170388	14.35	112.523	5
Low Fat	NCM19	Others	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0472372	12.65	112.52	5
Low Fat	FDQ24	Baking Goods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0738161	15.7	253.472	5
Low Fat	FDD14	Canned	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.170153	20.7	182.627	5
Low Fat	NCC54	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0979091	17.75	242.12	5
Low Fat	FDZ40	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.04041	8.935	52.9298	5
Low Fat	NCM07	Others	2020	OUT017	Tier 2	High	Supermarket Type1	0.0401879	9.395	85.6908	5
Low Fat	NCP50	Others	2020	OUT017	Tier 2	High	Supermarket Type1	0.0206761	17.35	80.6618	5
Low Fat	NCJ31	Others	2020	OUT017	Tier 2	High	Supermarket Type1	0.183687	19.2	241.82	5
Low Fat	FDF46	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0942016	7.07	115.883	5
Low Fat	FDK24	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.101276	9.195	46.4744	5
Low Fat	NCL05	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0478886	19.6	42.277	5
Low Fat	NCA29	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0272713	10.5	171.611	5
Low Fat	NCP30	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0327625	20.5	40.0822	5
Low Fat	FDW24	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	0.0627624	6.8	50.4034	5
Low Fat	FDH48	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	0.101232	13.5	86.254	5
Low Fat	FDF20	Fruits and Vegetables	2011	OUT010	Tier 3	Medium	Grocery Store	0.0556038	12.85	195.677	5
Low Fat	FDE22	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	0.0494988	9.695	158.792	5
Low Fat	FDK55	Meat	2014	OUT013	Tier 3	High	Supermarket Type1	0.0257403	18.5	89.4172	5
Low Fat	FDW50	Dairy	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0758859	13.1	165.116	5
Low Fat	DRJ39	Dairy	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.036474	20.25	218.348	5
Low Fat	FDJ46	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.045006	11.1	174.005	5
Low Fat	DRD24	Soft Drinks	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0309205	13.85	141.015	5
Low Fat	FDS12	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.175103	9.1	127.536	5
Low Fat	FDR21	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0669228	19.7	174.837	5
Low Fat	FDT44	Fruits and Vegetables	2015	OUT045	Tier 2	Small	Supermarket Type1	0.103195	16.6	117.847	5
Low Fat	FDD08	Fruits and Vegetables	2014	OUT013	Tier 3	High	Supermarket Type1	0.0353249	8.3	38.9506	5
Low Fat	FDK02	Canned	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.112859	12.5	118.344	5
Low Fat	DRI03	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	0	6.03	175.103	5
Low Fat	FDJ52	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0178145	7.145	159.858	5
Low Fat	NCD42	Health and Hygiene	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0126575	16.5	36.3506	5
Low Fat	DRH51	Dairy	2018	OUT019	Tier 1	Small	Grocery Store	0.170214	NULL	89.5856	5
Low Fat	FDQ10	Snack Foods	2018	OUT019	Tier 1	Small	Grocery Store	0.0580925	NULL	172.042	5
Low Fat	FDY52	Frozen Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.00734829	6.365	62.8536	5
Low Fat	DRN35	Hard Drinks	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0702476	8.01	37.5532	5
Low Fat	DRI47	Hard Drinks	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0209202	14.7	143.813	5
Low Fat	NCT05	Health and Hygiene	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0209518	10.895	255.367	5
Low Fat	NCW17	Health and Hygiene	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0193862	18	126.899	5
Low Fat	FDA39	Meat	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0127179	6.32	40.2822	5
Low Fat	FDD48	Baking Goods	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0302199	10.395	114.718	5
Low Fat	FDW13	Canned	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0980832	8.5	50.3324	5
Low Fat	DRD15	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0569111	10.6	233.964	5
Low Fat	FDH32	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0762143	12.8	96.541	5
Low Fat	NCT05	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0209943	10.895	255.667	5
Low Fat	NCV30	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0660658	20.2	61.351	5
Low Fat	FDW10	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	0.0710761	21.2	174.837	5
Low Fat	FDI14	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0896608	14.1	140.05	5
Low Fat	FDT37	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0352635	14.15	254.801	5
Low Fat	FDX25	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	0.102036	16.7	180.929	5
Low Fat	DRH03	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0350577	17.25	91.612	5
Low Fat	FDA58	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.103732	9.395	236.993	5
Low Fat	FDK51	Dairy	2011	OUT010	Tier 3	Medium	Grocery Store	0.00876256	19.85	266.688	5
Low Fat	FDK04	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	0.0875596	7.36	55.2588	5
Low Fat	NCZ53	Health and Hygiene	2011	OUT010	Tier 3	Medium	Grocery Store	0.0409698	9.6	188.721	5
Low Fat	FDO24	Baking Goods	2014	OUT013	Tier 3	High	Supermarket Type1	0.176069	11.1	156.76	5
Low Fat	FDQ24	Baking Goods	2014	OUT013	Tier 3	High	Supermarket Type1	0.0736054	15.7	249.672	5
Low Fat	NCH29	Health and Hygiene	2014	OUT013	Tier 3	High	Supermarket Type1	0.0344451	5.51	95.8726	5
Low Fat	NCW54	Household	2014	OUT013	Tier 3	High	Supermarket Type1	0.096333	7.5	57.8588	5
Low Fat	NCP30	Household	2014	OUT013	Tier 3	High	Supermarket Type1	0.0327414	20.5	40.4822	5
Low Fat	FDQ46	Snack Foods	2014	OUT013	Tier 3	High	Supermarket Type1	0.103727	7.51	110.654	5
Low Fat	FDV38	Dairy	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.102188	19.25	54.3956	5
Low Fat	FDJ53	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0715482	10.5	120.21	5
Low Fat	FDE22	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0296933	9.695	159.792	5
Low Fat	FDK24	Baking Goods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.100804	NULL	45.4744	5
Low Fat	FDW49	Canned	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0821524	NULL	179.9	5
Low Fat	NCW53	Health and Hygiene	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0303474	NULL	192.516	5
Low Fat	NCB18	Household	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0410912	NULL	89.5514	5
Low Fat	DRD13	Soft Drinks	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0488418	NULL	64.7168	5
Low Fat	DRF01	Soft Drinks	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.174232	NULL	146.61	5
Low Fat	FDN48	Baking Goods	2018	OUT019	Tier 1	Small	Grocery Store	0.11372	NULL	89.9804	5
Low Fat	DRG27	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.105274	8.895	39.9138	5
Low Fat	FDD03	Dairy	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0798063	13.3	232.53	5
Low Fat	NCE06	Household	2018	OUT019	Tier 1	Small	Grocery Store	0.160179	NULL	160.289	5
Low Fat	FDG52	Frozen Foods	2014	OUT013	Tier 3	High	Supermarket Type1	0.0655762	13.65	47.7402	5
Low Fat	FDU59	Breads	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0965361	5.78	162.855	5
Low Fat	DRK39	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0499429	7.02	82.425	5
Low Fat	DRL60	Soft Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0271014	8.52	151.768	5
Low Fat	FDB08	Fruits and Vegetables	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0311034	6.055	159.958	5
Low Fat	NCY18	Household	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0311516	7.285	173.205	5
Low Fat	NCR38	Household	2016	OUT046	Tier 1	Small	Supermarket Type1	0.113518	17.25	253.572	5
Low Fat	FDK21	Snack Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0100123	7.905	250.441	5
Low Fat	DRF01	Soft Drinks	2016	OUT046	Tier 1	Small	Supermarket Type1	0	5.655	147.51	5
Low Fat	FDS55	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0813288	7.02	150.073	5
Low Fat	FDC45	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.136008	17	171.711	5
Low Fat	FDB33	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.0146097	17.75	160.426	5
Low Fat	NCP42	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0161434	8.51	194.248	5
Low Fat	NCL54	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0829216	12.6	175.205	5
Low Fat	NCC07	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0239997	19.6	104.096	5
Low Fat	FDP60	Baking Goods	2020	OUT017	Tier 2	Small	Supermarket Type1	0.0562351	17.35	102.002	5
Low Fat	FDI14	Canned	2020	OUT017	Tier 2	Small	Supermarket Type1	0.090185	14.1	140.25	5
Low Fat	FDJ07	Meat	2020	OUT017	Tier 2	High	Supermarket Type1	0.0145051	7.26	118.415	5
Low Fat	DRD12	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	0.0776302	6.96	90.9146	5
Low Fat	DRN37	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	0.0968421	9.6	166.116	5
Low Fat	DRF37	Soft Drinks	2020	OUT017	Tier 2	High	Supermarket Type1	0.0848097	17.25	261.191	5
Low Fat	FDW59	Breads	2017	OUT035	Tier 2	Small	Supermarket Type1	0.020712	13.15	82.7566	5
Low Fat	FDN32	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0155574	17.5	184.727	5
Low Fat	NCK05	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0774396	20.1	60.6536	5
Low Fat	NCJ18	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	0.163911	12.35	119.212	5
Low Fat	NCE30	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0991173	16	210.79	5
Low Fat	FDX15	Meat	2017	OUT035	Tier 2	Small	Supermarket Type1	0.156269	17.2	159.658	5
Low Fat	FDT22	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.112076	10.395	58.022	5
Low Fat	FDR10	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.010038	17.6	163.555	5
Low Fat	DRL49	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0564184	13.15	142.481	5
Low Fat	FDQ14	Dairy	2011	OUT010	Tier 3	Medium	Grocery Store	0.103419	9.27	148.105	5
Low Fat	DRC27	Dairy	2011	OUT010	Tier 3	Medium	Grocery Store	0.0972516	13.8	245.78	5
Low Fat	DRE03	Dairy	2011	OUT010	Tier 3	Medium	Grocery Store	0.0405509	19.6	45.5718	5
Low Fat	FDD16	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	0.0608476	20.5	75.0696	5
Low Fat	FDT03	Meat	2011	OUT010	Tier 3	High	Grocery Store	0.0167359	21.25	185.261	5
Low Fat	FDG47	Starchy Foods	2011	OUT010	Tier 3	High	Grocery Store	0.116528	12.8	261.425	5
Low Fat	FDG60	Baking Goods	2014	OUT013	Tier 3	High	Supermarket Type1	0.0606492	20.35	232.762	5
Low Fat	FDS37	Canned	2014	OUT013	Tier 3	High	Supermarket Type1	0.0319183	7.655	117.749	5
Low Fat	DRG03	Dairy	2014	OUT013	Tier 3	High	Supermarket Type1	0.061935	14.5	154.5	5
Low Fat	FDB52	Dairy	2014	OUT013	Tier 3	High	Supermarket Type1	0.0304103	17.75	256.067	5
Low Fat	FDK40	Frozen Foods	2014	OUT013	Tier 3	High	Supermarket Type1	0	7.035	262.691	5
Low Fat	NCZ53	Health and Hygiene	2014	OUT013	Tier 3	High	Supermarket Type1	0.0244568	9.6	186.621	5
Low Fat	NCP41	Health and Hygiene	2014	OUT013	Tier 3	High	Supermarket Type1	0.0161972	16.6	108.86	5
Low Fat	NCY42	Household	2014	OUT013	Tier 3	High	Supermarket Type1	0.01515	6.38	144.047	5
Low Fat	NCO43	Others	2014	OUT013	Tier 3	High	Supermarket Type1	0.047059	5.5	100.102	5
Low Fat	FDR46	Snack Foods	2014	OUT013	Tier 3	High	Supermarket Type1	0.139302	16.85	144.976	5
Low Fat	FDW58	Snack Foods	2014	OUT013	Tier 3	High	Supermarket Type1	0.00754681	20.75	104.162	5
Low Fat	FDV35	Breads	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.128728	19.5	155.331	5
Low Fat	FDK14	Canned	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0412732	6.98	82.4934	5
Low Fat	DRC27	Dairy	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0583392	13.8	246.28	5
Low Fat	NCL53	Health and Hygiene	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0363825	7.5	177.903	5
Low Fat	FDD57	Fruits and Vegetables	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0222911	NULL	93.6094	5
Low Fat	FDM03	Meat	2018	OUT027	Tier 3	Medium	Supermarket Type3	0	NULL	109.194	5
Low Fat	FDX15	Meat	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.155542	NULL	159.758	5
Low Fat	FDA10	Snack Foods	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.141129	NULL	121.607	5
low fat	NCQ53	Health and Hygiene	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0188138	NULL	235.259	5
Low Fat	NCP18	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	0.02876	12.15	151.471	5
Low Fat	FDY58	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0400812	11.65	227.069	5
Low Fat	NCB06	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0823165	17.6	160.692	5
Low Fat	DRK01	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	0.0610528	7.63	95.4436	5
Low Fat	FDL22	Snack Foods	2016	OUT046	Tier 1	Small	Supermarket Type1	0.0363902	16.85	91.4488	5
Low Fat	NCD06	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	0.0997299	13	46.306	5
Low Fat	NCT54	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.119721	8.695	95.5094	5
Low Fat	FDV59	Breads	2015	OUT045	Tier 2	Small	Supermarket Type1	0.0481244	13.35	216.717	5
Low Fat	NCS54	Household	2014	OUT013	Tier 3	High	Supermarket Type1	0.00998485	13.6	175.437	5
Low Fat	NCJ54	Household	2018	OUT027	Tier 3	Medium	Supermarket Type3	0.0597762	NULL	231.764	5
Low Fat	FDR60	Baking Goods	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.131153	14.3	78.6328	5
Low Fat	DRM11	Hard Drinks	2014	OUT013	Tier 3	High	Supermarket Type1	0.0660146	6.57	259.728	5
Low Fat	FDK44	Fruits and Vegetables	2015	OUT045	Tier 2	Medium	Supermarket Type1	0.122475	16.6	175.574	5
Low Fat	FDP10	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	0.128066	19	104.362	5
Low Fat	FDA10	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0	20.35	120.907	5
Low Fat	FDO34	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.0301083	17.7	165.982	5
Low Fat	FDN15	Meat	2011	OUT010	Tier 3	Medium	Grocery Store	0.0280094	17.5	141.718	5
Low Fat	NCN41	Health and Hygiene	2014	OUT013	Tier 3	High	Supermarket Type1	0.0521659	17	125.073	5
Low Fat	DRE27	Dairy	2016	OUT046	Tier 1	Small	Supermarket Type1	0.132671	11.85	96.4726	5
Low Fat	FDU40	Frozen Foods	2011	OUT010	Tier 3	Medium	Grocery Store	0.0626066	20.85	192.248	5
Low Fat	NCS54	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0100087	13.6	176.737	5
Low Fat	NCL55	Others	2020	OUT017	Tier 2	Medium	Supermarket Type1	0.0650264	12.15	253.704	5
Low Fat	NCN43	Others	2011	OUT010	Tier 3	Medium	Grocery Store	0.0113144	12.15	122.973	5
Low Fat	FDZ60	Baking Goods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.119547	20.5	108.96	5
Low Fat	FDS23	Breads	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.141108	4.635	128.299	5
Low Fat	FDK38	Canned	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0533728	6.65	149.573	5
Low Fat	FDR02	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0221	16.7	110.189	5
Low Fat	FDF17	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0426872	5.19	195.911	5
Low Fat	FDR43	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.161741	18.2	38.419	5
Low Fat	DRL11	Hard Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0480928	10.5	159.295	5
Low Fat	NCS41	Health and Hygiene	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0535271	12.85	185.161	5
Low Fat	NCP05	Health and Hygiene	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0253259	19.6	150.902	5
Low Fat	NCY18	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0312015	7.285	174.705	5
Low Fat	NCP42	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0161358	8.51	195.648	5
Low Fat	NCP18	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0286427	12.15	149.071	5
Low Fat	NCB18	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0413554	19.6	88.7514	5
Low Fat	NCN14	Others	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0920607	19.1	183.761	5
Low Fat	FDJ45	Seafood	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0735248	17.75	34.8216	5
Low Fat	FDH22	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.136513	6.405	128.768	5
Low Fat	FDU22	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0934416	12.35	119.112	5
Low Fat	FDO57	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.108879	20.75	161.558	5
Low Fat	FDQ21	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	0.0194534	21.25	120.876	5
